cycle_times,total_bitmap_size,total_execution_time,execution_entry_count,total_score,no_new_coverage_cycle_times,exploration_mode,last_fuzz_finds_count,last_fuzz_crash_count,last_fuzz_timeout_count,bitmap_size,program_run_time
70,23020843,105.67157316207886,80728,318306.25,0,False,615,0,0,7301,3436.496662378311
70,23099356,105.9905776977539,80981,321406.25,0,False,616,0,0,7302,3449.8641896247864
70,23142544,106.15471148490906,81118,323356.25,0,False,617,0,0,7303,3450.814282178879
70,23149357,106.17684674263,81138,323356.25,0,False,618,0,0,7311,3450.9505667686462
70,23336838,107.00098299980164,81787,324556.25,0,False,619,0,0,7313,3477.519501209259
70,23343406,107.01217079162598,81796,324556.25,0,False,620,0,0,7339,3477.58425283432
71,23447292,107.48316287994385,82166,329856.25,0,False,621,0,0,7340,3497.688511133194
71,23724495,108.75257658958435,83152,331756.25,0,False,622,0,0,7341,3574.8211476802826
71,23820511,109.14168524742126,83459,332456.25,0,False,623,0,0,7344,3587.425590276718
71,23852752,109.28177952766418,83571,333656.25,0,False,624,0,0,7346,3593.61035656929
71,24029900,110.06276941299438,84174,334806.25,0,False,625,0,0,7347,3645.841977119446
71,24061100,110.19438219070435,84277,333306.25,0,False,626,0,0,7351,3651.043284893036
71,24093015,110.3420786857605,84393,336906.25,0,False,627,0,0,7353,3655.9224441051483
71,24191754,110.75823020935059,84708,335806.25,0,False,628,0,0,7356,3688.1157643795013
71,24192322,110.75954222679138,84709,335806.25,0,False,629,0,0,7361,3688.122899055481
71,24275450,111.10279846191406,84994,336806.25,0,False,630,0,0,7363,3697.8934092521667
71,24332232,111.37359166145325,85196,336256.25,0,False,631,0,0,7367,3716.4455857276917
71,24703497,112.95557498931885,86427,334856.25,0,False,632,0,0,7370,3803.9669229984283
71,24732966,113.09051012992859,86536,326506.25,0,False,633,0,0,7371,3809.5527863502502
71,24915509,113.92962384223938,87188,328306.25,0,False,634,0,0,7373,3840.2582602500916
71,24918692,113.94360637664795,87200,328306.25,0,False,635,0,0,7374,3840.3388109207153
71,24923075,113.96197247505188,87216,328306.25,0,False,636,0,0,7377,3840.454359292984
71,25116598,114.80857801437378,87881,333306.25,0,False,637,0,0,7378,3870.6470901966095
71,25119319,114.8182418346405,87890,333306.25,0,False,638,0,0,7381,3870.704959630966
71,25137475,114.901047706604,87959,335706.25,0,False,639,0,0,7385,3871.171937942505
71,25143818,114.92320656776428,87978,335706.25,0,False,640,0,0,7387,3871.3007922172546
71,25188075,115.11323308944702,88127,337306.25,0,False,641,0,0,7388,3873.231931209564
72,25781304,117.56083583831787,90060,338806.25,0,False,642,0,0,7428,3998.100119113922
72,25809195,117.68946814537048,90160,340006.25,0,False,643,0,0,7429,4009.4139261245728
72,25825394,117.77206635475159,90222,340706.25,0,False,644,0,0,7430,4015.806518316269
72,25878967,117.98752236366272,90397,341906.25,0,False,645,0,0,7432,4023.128502845764
72,26148325,119.18825554847717,91337,340256.25,0,False,646,0,0,7435,4060.3320178985596
72,26320745,119.95565676689148,91931,340456.25,0,False,647,0,0,7436,4089.3417274951935
72,26327044,119.98126912117004,91952,340456.25,0,False,648,0,0,7439,4089.4888138771057
72,26334080,120.0088324546814,91976,339456.25,0,False,649,0,0,7440,4089.65106344223
72,26500727,120.70012640953064,92522,339456.25,0,False,650,0,0,7454,4120.479698419571
72,26946912,122.54743528366089,93977,338256.25,0,False,651,0,0,7455,4199.206929445267
72,27070284,123.08094382286072,94387,336256.25,0,False,652,0,0,7457,4230.510716199875
72,27140104,123.38977932929993,94622,336106.25,0,False,653,0,0,7458,4245.366379261017
73,27183221,123.56695103645325,94758,336506.25,0,False,654,0,0,7460,4254.146105766296
73,27343074,124.28241181373596,95317,335306.25,0,False,655,0,0,7461,4283.035143136978
73,27391048,124.46916007995605,95464,338006.25,0,False,656,0,0,7463,4293.080349683762
73,27482898,124.85051393508911,95750,340106.25,0,False,657,0,0,7464,4313.833682775497
73,27613545,125.43633198738098,96208,341306.25,0,False,658,0,0,7465,4337.482705354691
73,27701242,125.84779191017151,96524,338856.25,0,False,659,0,0,7467,4356.213567018509
73,27983855,127.09860801696777,97483,341106.25,0,False,660,0,0,7468,4408.169953107834
73,28041386,127.3369882106781,97670,341706.25,0,False,661,0,0,7470,4417.076793670654
