cycle_times,total_bitmap_size,total_execution_time,execution_entry_count,total_score,no_new_coverage_cycle_times,exploration_mode,last_fuzz_finds_count,last_fuzz_crash_count,last_fuzz_timeout_count,bitmap_size,program_run_time
553,85907261,813.8152890205383,595322,136250.0,4,False,299,20870,0,1020,3877.3114354610443
554,85990665,814.583404302597,595903,138650.0,0,False,300,20894,0,1021,3880.99964094162
559,87875824,831.7862672805786,609034,140250.0,4,False,301,21373,0,1022,3964.055450439453
559,88089360,833.7449333667755,610528,136150.0,4,False,302,21438,0,1026,3973.5102064609528
570,91932630,871.9810495376587,637326,138550.0,10,False,303,22497,0,1027,4152.454859256744
573,92685740,879.7274081707001,642571,123350.0,2,False,304,22690,0,1033,4188.755577802658
575,93296919,885.8086750507355,646791,120950.0,1,False,305,22798,0,1034,4217.668578386307
579,94391690,896.7448105812073,654384,121350.0,3,False,306,23073,0,1035,4269.255641937256
585,96023696,913.1881237030029,665723,122750.0,5,False,307,23456,0,1036,4346.536643028259
586,96452921,917.607079744339,668693,120275.0,0,False,308,23562,0,1037,4367.419238328934
602,100941392,963.8773577213287,699821,121475.0,15,True,309,24586,0,1038,4585.859899997711
612,103309612,987.8624112606049,716164,118575.0,9,False,310,25104,0,1039,4700.450974225998
619,105038412,1005.3568873405457,728082,113925.0,6,False,311,25529,0,1040,4783.617570638657
621,105467210,1009.7088444232941,731058,114325.0,1,False,312,25623,0,1044,4803.847239732742
621,105467350,1009.7101724147797,731059,114325.0,1,False,313,25623,0,1045,4803.853204250336
621,105520396,1010.2530109882355,731430,117525.0,1,False,314,25636,0,1046,4806.436674118042
623,105800386,1013.0813210010529,733362,119125.0,1,False,315,25695,0,1047,4819.826598167419
